Name            Surname         Final (Avg.)     Final (Med.)
Name10124       Surname10124            3.40             4.00
Name93017       Surname93017            4.20             2.40
Name10121       Surname10121            3.80             5.00
Name10117       Surname10117            4.60             4.00
Name10115       Surname10115            4.60             6.40
Name10110       Surname10110            3.60             2.40
Name10109       Surname10109            4.80             4.80
Name93023       Surname93023            4.00             4.60
Name10108       Surname10108            2.20             5.20
Name93025       Surname93025            4.80             6.60
Name10103       Surname10103            2.20             1.00
Name93027       Surname93027            1.60             2.80
Name10102       Surname10102            4.00             4.00
Name10101       Surname10101            4.20             4.80
Name93030       Surname93030            2.20             2.20
Name93031       Surname93031            3.40             4.60
Name93032       Surname93032            4.00             4.00
Name93033       Surname93033            4.40             3.80
Name10100       Surname10100            3.20             2.60
Name93035       Surname93035            3.40             1.60
Name93036       Surname93036            4.20             4.20
Name93037       Surname93037            3.40             5.20
Name10095       Surname10095            3.20             5.60
Name10093       Surname10093            4.40             5.00
Name10092       Surname10092            4.00             2.20
Name93041       Surname93041            4.40             5.60
Name10082       Surname10082            4.20             5.40
Name10081       Surname10081            4.60             6.40
Name10076       Surname10076            4.80             4.80
Name10074       Surname10074            3.60             5.40
Name93046       Surname93046            4.60             1.00
Name93047       Surname93047            3.40             7.60
Name93048       Surname93048            4.80             4.80
Name93049       Surname93049            3.80             3.20
Name93050       Surname93050            4.60             7.60
Name10073       Surname10073            4.00             5.80
Name93052       Surname93052            2.80             1.60
Name93053       Surname93053            4.60             2.80
Name93054       Surname93054            3.20             3.80
Name93055       Surname93055            4.60             2.20
Name10070       Surname10070            3.60             4.20
Name10067       Surname10067            3.80             3.80
Name10063       Surname10063            3.80             3.80
Name10058       Surname10058            4.80             6.00
Name10049       Surname10049            3.60             3.00
Name93061       Surname93061            3.60             7.20
Name93062       Surname93062            4.40             6.80
Name93063       Surname93063            4.00             2.80
Name93064       Surname93064            4.80             4.20
Name10046       Surname10046            3.20             1.40
Name93066       Surname93066            4.80             4.80
Name10045       Surname10045            3.00             1.80
Name10042       Surname10042            3.60             3.60
Name93069       Surname93069            2.00             1.40
Name93070       Surname93070            4.80             6.60
Name10039       Surname10039            3.60             3.00
Name93072       Surname93072            3.60             1.80
Name93073       Surname93073            4.40             4.40
Name10036       Surname10036            4.80             4.80
Name10034       Surname10034            4.80             7.20
Name10033       Surname10033            4.20             5.40
Name10032       Surname10032            4.80             6.60
Name10025       Surname10025            4.80             5.40
Name10024       Surname10024            2.60             2.60
Name10023       Surname10023            4.60             4.00
Name93081       Surname93081            4.60             5.20
Name93082       Surname93082            4.20             4.80
Name10019       Surname10019            4.00             1.60
Name10014       Surname10014            4.80             7.80
Name10013       Surname10013            4.40             5.00
Name10010       Surname10010            2.80             2.80
Name10009       Surname10009            2.20             3.40
Name93088       Surname93088            2.80             2.20
Name10008       Surname10008            4.60             7.00
Name9999        Surname9999             4.40             5.00
Name9997        Surname9997             4.20             5.40
Name9996        Surname9996             4.20             4.80
Name93093       Surname93093            2.20             2.80
Name93094       Surname93094            4.20             4.20
Name9995        Surname9995             4.40             4.40
Name9988        Surname9988             4.00             3.40
Name9987        Surname9987             3.40             2.20
Name9986        Surname9986             3.80             2.60
Name93099       Surname93099            4.00             4.00
Name93100       Surname93100            2.60             1.40
Name9980        Surname9980             3.40             2.80
Name9979        Surname9979             4.40             3.80
Name9976        Surname9976             4.80             4.80
Name93104       Surname93104            3.80             3.20
Name9972        Surname9972             4.20             6.00
Name93106       Surname93106            3.80             2.60
Name9969        Surname9969             4.60             3.40
Name9965        Surname9965             3.60             1.80
Name9964        Surname9964             4.80             3.00
Name9963        Surname9963             3.80             2.60
Name9960        Surname9960             3.40             4.60
Name9959        Surname9959             3.40             3.40
Name9953        Surname9953             4.60             5.80
Name9951        Surname9951             4.20             1.80
Name9948        Surname9948             4.40             2.60
Name9946        Surname9946             3.60             5.40
Name9945        Surname9945             2.80             3.40
Name9939        Surname9939             4.40             2.60
Name9932        Surname9932             4.80             6.00
Name9925        Surname9925             3.20             3.20
Name9924        Surname9924             4.60             2.80
Name93122       Surname93122            3.80             3.20
Name93123       Surname93123            3.80             6.20
Name9923        Surname9923             4.40             2.60
Name9919        Surname9919             3.20             1.40
Name9916        Surname9916             3.80             3.80
Name93127       Surname93127            4.60             5.80
Name93128       Surname93128            3.80             3.20
Name9915        Surname9915             3.40             5.20
Name9912        Surname9912             2.60             3.80
Name9910        Surname9910             3.80             1.40
Name93132       Surname93132            4.80             4.20
Name93133       Surname93133            2.80             1.60
Name93134       Surname93134            4.00             5.80
Name9908        Surname9908             4.20             6.60
Name93136       Surname93136            4.60             4.00
Name93137       Surname93137            4.20             4.20
Name9906        Surname9906             3.20             6.80
Name93139       Surname93139            4.60             5.80
Name9903        Surname9903             4.00             2.80
Name93141       Surname93141            4.80             3.60
Name93142       Surname93142            1.60             1.60
Name9901        Surname9901             2.60             6.20
Name9900        Surname9900             4.60             5.20
Name93145       Surname93145            4.00             5.80
Name9898        Surname9898             2.60             1.40
Name93147       Surname93147            4.20             3.00
Name9897        Surname9897             4.40             3.80
Name9887        Surname9887             4.20             4.20
Name93150       Surname93150            4.40             8.00
Name93151       Surname93151            2.80             1.00
Name9886        Surname9886             3.00             5.40
Name9878        Surname9878             4.40             2.60
Name93154       Surname93154            4.60             6.40
Name9877        Surname9877             3.00             3.60
Name9876        Surname9876             4.60             4.00
Name93157       Surname93157            4.40             5.00
Name9875        Surname9875             3.40             3.40
Name93159       Surname93159            3.00             3.60
Name9872        Surname9872             3.60             3.00
Name9861        Surname9861             4.00             2.20
Name9860        Surname9860             4.00             2.20
Name93163       Surname93163            4.60             6.40
Name93164       Surname93164            4.60             3.40
Name93165       Surname93165            4.40             6.80
Name9857        Surname9857             3.40             5.20
Name93167       Surname93167            2.20             2.80
Name93168       Surname93168            4.20             3.00
Name9854        Surname9854             3.80             3.20
Name9853        Surname9853             2.80             6.40
Name93171       Surname93171            2.20             1.60
Name9851        Surname9851             3.20             1.40
Name93173       Surname93173            4.40             6.20
Name9849        Surname9849             2.60             2.60
Name93175       Surname93175            4.80             4.20
Name9848        Surname9848             4.40             5.60
Name9847        Surname9847             4.60             2.80
Name93178       Surname93178            3.60             5.40
Name9844        Surname9844             2.20             4.00
Name9842        Surname9842             2.60             2.00
Name9841        Surname9841             4.80             4.80
Name93182       Surname93182            3.20             3.20
Name9840        Surname9840             4.60             6.40
Name93184       Surname93184            4.00             5.20
Name9837        Surname9837             3.60             4.20
Name9830        Surname9830             4.60             3.40
Name93187       Surname93187            3.20             2.00
Name93188       Surname93188            4.20             4.80
Name9829        Surname9829             3.80             1.40
Name9827        Surname9827             3.40             4.60
Name93191       Surname93191            3.40             4.00
Name9825        Surname9825             3.80             6.20
Name93193       Surname93193            3.40             4.00
Name9820        Surname9820             4.40             5.60
Name93195       Surname93195            3.40             4.60
Name9819        Surname9819             2.40             3.60
Name9817        Surname9817             3.40             6.40
Name93198       Surname93198            3.60             3.60
Name93199       Surname93199            3.80             2.60
Name93200       Surname93200            4.60             7.00
Name93201       Surname93201            2.80             2.80
Name9811        Surname9811             2.80             3.40
Name93203       Surname93203            4.00             6.40
Name9810        Surname9810             3.20             2.00
Name93205       Surname93205            3.60             4.20
Name9808        Surname9808             4.20             4.80
Name93207       Surname93207            4.60             5.20
Name93208       Surname93208            4.60             4.00
Name93209       Surname93209            2.80             1.60
Name9807        Surname9807             2.80             5.80
Name9806        Surname9806             2.80             2.80
Name9805        Surname9805             4.80             3.00
Name93213       Surname93213            1.60             2.20
Name9804        Surname9804             2.60             2.60
Name93215       Surname93215            3.20             5.00
Name93216       Surname93216            4.00             5.20
Name93217       Surname93217            4.40             2.00
Name93218       Surname93218            3.40             5.80
Name9803        Surname9803             4.40             3.20
Name93220       Surname93220            4.60             2.20
Name93221       Surname93221            4.80             6.60
Name9801        Surname9801             4.60             4.60
Name9797        Surname9797             3.80             6.80
Name9796        Surname9796             4.80             5.40
Name9795        Surname9795             3.40             3.40
Name93226       Surname93226            3.00             4.20
Name9793        Surname9793             4.40             8.00
Name93228       Surname93228            3.40             3.40
Name9790        Surname9790             3.80             3.20
Name9788        Surname9788             4.00             5.80
Name9787        Surname9787             4.20             3.60
Name9786        Surname9786             2.60             5.60
Name9785        Surname9785             3.60             3.60
Name9784        Surname9784             2.40             1.80
Name9780        Surname9780             3.40             3.40
Name9779        Surname9779             4.40             3.80
Name9774        Surname9774             4.00             4.00
Name9766        Surname9766             4.00             6.40
Name9764        Surname9764             4.40             2.60
Name93240       Surname93240            4.80             2.40
Name9762        Surname9762             3.80             3.80
Name93242       Surname93242            3.80             1.40
Name9754        Surname9754             2.60             6.20
Name9751        Surname9751             4.80             3.00
Name9744        Surname9744             2.20             1.00
Name9742        Surname9742             4.00             4.00
Name93247       Surname93247            3.60             4.80
Name9737        Surname9737             4.40             2.60
Name9729        Surname9729             4.20             3.00
Name9727        Surname9727             4.20             4.80
Name9726        Surname9726             4.80             3.00
Name9723        Surname9723             3.60             3.00
Name9720        Surname9720             3.00             1.80
Name93254       Surname93254            3.80             4.40
Name93255       Surname93255            3.80             2.60
Name9718        Surname9718             4.80             3.60
Name9714        Surname9714             4.60             2.80
Name9710        Surname9710             3.00             1.80
Name93259       Surname93259            4.20             3.00
Name93260       Surname93260            3.80             4.40
Name9705        Surname9705             3.80             3.20
Name9704        Surname9704             4.60             1.00
Name9699        Surname9699             3.60             3.60
Name93264       Surname93264            4.60             4.00
Name93265       Surname93265            3.20             3.80
Name93266       Surname93266            4.60             5.20
Name9696        Surname9696             2.60             1.40
Name93268       Surname93268            4.40             4.40
Name9694        Surname9694             4.20             2.40
Name9692        Surname9692             3.60             5.40
Name9689        Surname9689             4.80             5.40
Name9687        Surname9687             4.60             5.80
Name93273       Surname93273            4.80             4.20
Name93274       Surname93274            4.60             2.80
Name93275       Surname93275            4.60             6.40
Name93276       Surname93276            2.80             4.60
Name9682        Surname9682             3.40             3.40
Name9681        Surname9681             3.20             2.60
Name9679        Surname9679             3.80             6.80
Name9675        Surname9675             3.40             4.00
Name9674        Surname9674             4.20             2.40
Name93282       Surname93282            2.80             2.20
Name93283       Surname93283            2.80             2.80
Name9673        Surname9673             4.80             3.60
Name9669        Surname9669             4.00             2.80
Name93286       Surname93286            2.80             3.40
Name93287       Surname93287            4.40             3.80
Name9668        Surname9668             2.80             4.00
Name93289       Surname93289            4.40             3.20
Name9665        Surname9665             3.60             3.00
Name93291       Surname93291            3.80             2.60
Name9663        Surname9663             4.00             6.40
Name9657        Surname9657             2.60             3.20
Name93294       Surname93294            4.80             3.00
Name9656        Surname9656             4.20             7.20
Name9655        Surname9655             3.20             1.40
Name9653        Surname9653             4.20             6.60
Name9650        Surname9650             2.80             2.20
Name9648        Surname9648             4.00             2.80
Name93300       Surname93300            4.20             4.20
Name93301       Surname93301            4.40             4.40
Name93302       Surname93302            2.80             4.60
Name93303       Surname93303            2.20             2.20
Name9647        Surname9647             4.40             1.40
Name9644        Surname9644             4.40             2.60
Name9643        Surname9643             4.80             5.40
Name9641        Surname9641             4.00             1.00
Name9637        Surname9637             2.80             5.80
Name9633        Surname9633             4.00             5.20
Name9630        Surname9630             4.60             4.00
Name9624        Surname9624             4.20             1.80
Name93312       Surname93312            2.80             4.60
Name93313       Surname93313            3.80             3.20
Name9623        Surname9623             4.40             6.80
Name9621        Surname9621             4.80             4.20
Name9619        Surname9619             4.80             5.40
Name93317       Surname93317            3.20             1.40
Name9618        Surname9618             4.00             4.00
Name93319       Surname93319            4.80             3.60
Name93320       Surname93320            4.00             3.40
Name9617        Surname9617             4.60             4.60
Name9616        Surname9616             4.40             5.00
Name93323       Surname93323            4.80             4.20
Name93324       Surname93324            3.20             4.40
Name9615        Surname9615             4.00             6.40
Name9609        Surname9609             4.40             5.60
Name9608        Surname9608             4.40             6.20
Name9607        Surname9607             4.40             6.20
Name93329       Surname93329            4.00             6.40
Name9606        Surname9606             4.60             6.40
Name93331       Surname93331            3.40             6.40
Name9605        Surname9605             3.40             2.20
Name93333       Surname93333            4.20             5.40
Name93334       Surname93334            4.20             3.00
Name9603        Surname9603             4.80             4.20
Name93336       Surname93336            3.40             4.60
Name93337       Surname93337            4.00             3.40
Name9597        Surname9597             2.80             4.00
Name93339       Surname93339            2.20             1.60
Name93340       Surname93340            4.40             4.40
Name93341       Surname93341            3.40             3.40
Name9596        Surname9596             4.60             6.40
Name9593        Surname9593             3.40             3.40
Name9592        Surname9592             2.80             1.00
Name9590        Surname9590             4.00             2.20
Name93346       Surname93346            4.60             2.80
Name9587        Surname9587             4.20             6.00
Name93348       Surname93348            4.60             7.00
Name9584        Surname9584             3.40             3.40
Name9582        Surname9582             3.80             2.60
Name9581        Surname9581             3.40             4.00
Name9580        Surname9580             4.00             4.00
Name9578        Surname9578             3.00             1.80
Name93354       Surname93354            3.40             1.60
Name9576        Surname9576             2.20             1.00
Name9573        Surname9573             3.40             3.40
Name93357       Surname93357            4.60             4.60
Name93358       Surname93358            3.80             2.00
Name9568        Surname9568             4.20             8.40
Name9567        Surname9567             4.60             4.60
Name93361       Surname93361            4.60             6.40
Name93362       Surname93362            4.60             4.00
Name93363       Surname93363            3.20             3.80
Name93364       Surname93364            2.60             2.60
Name9565        Surname9565             4.80             2.40
Name93366       Surname93366            4.00             4.00
Name9560        Surname9560             4.40             5.60
Name9559        Surname9559             4.00             4.60
Name9556        Surname9556             3.40             3.40
Name93370       Surname93370            3.40             2.80
Name9554        Surname9554             3.80             3.20
Name9552        Surname9552             4.20             4.20
Name9551        Surname9551             3.80             5.00
Name9549        Surname9549             4.00             2.80
Name9547        Surname9547             3.40             3.40
Name9546        Surname9546             4.80             7.80
Name93377       Surname93377            2.80             4.60
Name9545        Surname9545             4.20             3.00
Name9544        Surname9544             4.80             6.60
Name93380       Surname93380            4.00             2.80
Name9540        Surname9540             4.00             1.60
Name93382       Surname93382            4.40             6.20
Name9539        Surname9539             4.40             6.20
Name93384       Surname93384            3.80             5.60
Name9537        Surname9537             4.40             6.20
Name93386       Surname93386            4.20             2.40
Name9523        Surname9523             3.40             4.60
Name9522        Surname9522             2.60             3.80
Name9517        Surname9517             4.20             3.60
Name93390       Surname93390            3.20             1.40
Name93391       Surname93391            3.60             6.00
Name93392       Surname93392            3.40             6.40
Name93393       Surname93393            4.00             5.80
Name93394       Surname93394            3.00             2.40
Name93395       Surname93395            3.20             3.80
Name9516        Surname9516             4.80             5.40
Name9515        Surname9515             3.40             4.00
Name93398       Surname93398            4.60             4.60
Name9514        Surname9514             3.60             2.40
Name9510        Surname9510             3.20             1.40
Name9504        Surname9504             4.20             4.80
Name9503        Surname9503             3.20             4.40
Name9502        Surname9502             3.40             2.20
Name9501        Surname9501             3.60             4.20
Name93405       Surname93405            3.40             2.80
Name9491        Surname9491             4.60             7.00
Name93407       Surname93407            2.80             4.00
Name93408       Surname93408            4.00             6.40
Name9484        Surname9484             4.00             5.80
Name93410       Surname93410            3.80             4.40
Name9480        Surname9480             4.40             3.20
Name93412       Surname93412            3.40             2.20
Name9479        Surname9479             3.20             2.60
Name93414       Surname93414            4.60             4.60
Name9478        Surname9478             4.40             2.60
Name93416       Surname93416            3.40             4.00
Name9475        Surname9475             4.00             5.20
Name9474        Surname9474             4.60             5.80
Name9472        Surname9472             4.60             7.60
Name93420       Surname93420            2.20             5.20
Name9470        Surname9470             3.80             6.80
Name9467        Surname9467             3.80             6.20
Name9466        Surname9466             4.20             4.20
Name93424       Surname93424            4.00             4.60
Name9464        Surname9464             3.80             5.60
Name9463        Surname9463             3.40             5.80
Name93427       Surname93427            3.00             3.60
Name9461        Surname9461             4.20             3.60
Name9457        Surname9457             4.40             5.00
Name93430       Surname93430            3.20             3.20
Name9454        Surname9454             3.40             2.20
Name9453        Surname9453             4.20             4.20
Name93433       Surname93433            2.60             3.20
Name9452        Surname9452             4.80             4.20
Name93435       Surname93435            3.60             4.80
Name93436       Surname93436            4.00             4.60
Name93437       Surname93437            4.60             7.00
Name9450        Surname9450             4.20             4.20
Name93439       Surname93439            4.60             4.60
Name9449        Surname9449             3.40             6.40
Name9447        Surname9447             3.80             3.80
Name9446        Surname9446             3.80             3.80
Name9445        Surname9445             4.80             4.80
Name93444       Surname93444            4.40             5.60
Name9443        Surname9443             4.60             6.40
Name93446       Surname93446            4.60             2.20
Name93447       Surname93447            4.80             2.40
Name9441        Surname9441             4.80             4.20
Name9439        Surname9439             3.80             3.20
Name9438        Surname9438             2.40             1.80
Name9437        Surname9437             2.80             1.60
Name93452       Surname93452            4.20             7.20
Name9430        Surname9430             3.80             5.60
Name93454       Surname93454            4.40             5.60
Name93455       Surname93455            4.80             3.00
Name9429        Surname9429             4.40             6.20
Name9426        Surname9426             3.60             3.60
Name9425        Surname9425             3.20             1.40
Name93459       Surname93459            3.60             6.00
Name93460       Surname93460            3.40             2.20
Name93461       Surname93461            4.00             4.00
Name93462       Surname93462            4.20             4.20
Name93463       Surname93463            3.20             5.00
Name9424        Surname9424             3.20             6.20
Name9420        Surname9420             3.40             2.20
Name9417        Surname9417             3.80             5.00
Name9415        Surname9415             3.20             2.60
Name9414        Surname9414             4.20             4.20
Name9412        Surname9412             4.80             5.40
Name93470       Surname93470            2.80             4.60
Name9410        Surname9410             4.60             1.60
Name9407        Surname9407             4.00             5.20
Name9406        Surname9406             3.80             5.00
Name93474       Surname93474            4.00             7.00
Name93475       Surname93475            4.80             6.60
Name9404        Surname9404             4.40             2.60
Name93477       Surname93477            4.40             2.60
Name93478       Surname93478            4.60             3.40
Name93479       Surname93479            4.40             6.20
Name9403        Surname9403             4.40             4.40
Name9402        Surname9402             4.80             3.60
Name93482       Surname93482            2.60             2.00
Name9393        Surname9393             2.40             2.40
Name93484       Surname93484            3.80             3.20
Name9388        Surname9388             4.40             1.40
Name9386        Surname9386             3.00             4.80
Name9384        Surname9384             3.40             2.20
Name93488       Surname93488            4.40             2.60
Name93489       Surname93489            3.60             3.00
Name93490       Surname93490            4.00             2.80
Name9383        Surname9383             4.60             5.80
Name9380        Surname9380             3.20             5.60
Name9378        Surname9378             4.80             3.60
Name9376        Surname9376             4.20             1.80
Name9373        Surname9373             4.60             5.20
Name9371        Surname9371             4.60             2.80
Name93497       Surname93497            4.60             3.40
Name9368        Surname9368             3.80             6.80
Name93499       Surname93499            3.80             2.00
Name93500       Surname93500            3.20             5.60
Name93501       Surname93501            3.20             1.40
Name93502       Surname93502            4.20             4.20
Name93503       Surname93503            4.60             5.20
Name9364        Surname9364             3.80             4.40
Name9363        Surname9363             4.00             6.40
Name9361        Surname9361             2.20             2.20
Name93507       Surname93507            2.80             4.60
Name9360        Surname9360             2.20             1.60
Name93509       Surname93509            4.60             5.80
Name9359        Surname9359             4.40             5.00
Name93511       Surname93511            4.00             3.40
Name9356        Surname9356             4.20             3.00
Name9355        Surname9355             3.80             5.00
Name9354        Surname9354             2.20             3.40
Name9353        Surname9353             3.40             2.20
Name9352        Surname9352             2.80             3.40
Name93517       Surname93517            3.80             5.60
Name93518       Surname93518            3.80             3.20
Name93519       Surname93519            3.80             3.80
Name9346        Surname9346             4.60             4.00
Name93521       Surname93521            3.80             5.00
Name93522       Surname93522            4.20             6.60
Name9340        Surname9340             2.40             1.80
Name9339        Surname9339             2.80             3.40
Name93525       Surname93525            2.80             1.60
Name9336        Surname9336             4.40             3.20
Name9335        Surname9335             2.60             2.00
Name9332        Surname9332             3.40             4.00
Name93529       Surname93529            4.00             1.00
Name9328        Surname9328             3.40             3.40
Name9326        Surname9326             4.60             3.40
Name93532       Surname93532            4.80             5.40
Name93533       Surname93533            3.40             1.60
Name9323        Surname9323             3.20             6.20
Name9321        Surname9321             2.80             3.40
Name9319        Surname9319             3.80             6.80
Name93537       Surname93537            4.60             3.40
Name93538       Surname93538            4.40             1.40
Name93539       Surname93539            4.60             4.60
Name93540       Surname93540            4.60             2.20
Name9313        Surname9313             3.60             1.80
Name93542       Surname93542            4.80             6.00
Name9306        Surname9306             4.80             7.20
Name9299        Surname9299             2.60             2.00
Name93545       Surname93545            4.80             3.60
Name93546       Surname93546            4.20             7.20
Name93547       Surname93547            2.80             4.60
Name93548       Surname93548            4.40             3.80
Name9298        Surname9298             3.40             3.40
Name9296        Surname9296             4.60             5.80
Name9295        Surname9295             3.60             4.80
Name93552       Surname93552            3.40             4.60
Name9290        Surname9290             3.20             4.40
Name93554       Surname93554            4.40             2.60
Name9288        Surname9288             3.60             3.00
Name9287        Surname9287             4.20             6.60
Name93557       Surname93557            4.20             4.80
Name9283        Surname9283             3.80             3.20
Name93559       Surname93559            4.00             2.80
Name9282        Surname9282             4.00             5.20
Name93561       Surname93561            3.60             1.80
Name93562       Surname93562            3.20             6.80
Name93563       Surname93563            4.00             5.20
Name9280        Surname9280             4.20             2.40
Name9278        Surname9278             3.20             2.00
Name9277        Surname9277             4.00             3.40
Name9276        Surname9276             4.60             5.80
Name9273        Surname9273             3.60             5.40
Name9270        Surname9270             2.80             1.00
Name93570       Surname93570            4.20             4.20
Name93571       Surname93571            4.60             5.20
Name93572       Surname93572            4.00             7.60
Name9268        Surname9268             4.60             4.60
Name9265        Surname9265             3.40             2.20
Name93575       Surname93575            4.40             2.00
Name93576       Surname93576            3.80             5.00
Name9264        Surname9264             4.60             7.60
Name9261        Surname9261             4.00             3.40
Name9260        Surname9260             4.00             4.00
Name93580       Surname93580            4.80             6.60
Name9259        Surname9259             4.60             6.40
Name9258        Surname9258             4.00             3.40
Name93583       Surname93583            4.40             4.40
Name93584       Surname93584            2.20             5.20
Name9257        Surname9257             4.60             6.40
Name9254        Surname9254             4.00             4.00
Name9253        Surname9253             4.00             5.80
Name93588       Surname93588            4.40             5.00
Name93589       Surname93589            3.00             3.00
Name9246        Surname9246             2.60             5.60
Name93591       Surname93591            3.60             1.80
Name9240        Surname9240             4.60             2.20
Name9237        Surname9237             2.80             2.20
Name93594       Surname93594            4.80             7.80
Name93595       Surname93595            4.20             5.40
Name9235        Surname9235             3.40             2.80
Name93597       Surname93597            3.40             5.80
Name93598       Surname93598            4.40             6.20
Name9233        Surname9233             2.80             3.40
Name9232        Surname9232             2.80             2.80
Name93601       Surname93601            3.80             3.20
Name9224        Surname9224             2.80             1.00
Name9220        Surname9220             4.20             3.60
Name93604       Surname93604            3.80             4.40
Name9219        Surname9219             4.00             4.60
Name9218        Surname9218             3.20             5.60
Name9211        Surname9211             3.60             1.80
Name93608       Surname93608            4.80             3.00
Name93609       Surname93609            4.20             6.60
Name9210        Surname9210             4.20             6.60
Name93611       Surname93611            3.40             4.00
Name93612       Surname93612            4.00             6.40
Name93613       Surname93613            2.80             4.00
Name93614       Surname93614            4.80             6.00
Name93615       Surname93615            2.80             2.80
Name93616       Surname93616            4.60             7.00
Name9208        Surname9208             3.20             3.80
Name93618       Surname93618            2.40             1.80
Name9206        Surname9206             4.60             7.60
Name93620       Surname93620            2.80             1.00
Name9202        Surname9202             3.80             5.60
Name9200        Surname9200             2.60             3.20
Name9199        Surname9199             4.40             6.20
Name9197        Surname9197             3.40             3.40
Name93625       Surname93625            2.60             6.20
Name93626       Surname93626            3.60             7.20
Name93627       Surname93627            4.80             3.60
Name9196        Surname9196             4.00             2.20
Name9191        Surname9191             4.60             4.60
Name9185        Surname9185             4.40             3.20
Name93631       Surname93631            4.00             2.20
Name9184        Surname9184             4.40             2.00
Name93633       Surname93633            4.80             2.40
Name9181        Surname9181             2.80             4.00
Name93635       Surname93635            3.60             6.60
Name9180        Surname9180             4.60             4.00
Name93637       Surname93637            3.60             3.00
Name93638       Surname93638            2.20             1.00
Name9179        Surname9179             3.40             4.60
Name9178        Surname9178             4.00             5.20
Name93641       Surname93641            3.60             2.40
Name9175        Surname9175             3.60             3.00
Name9173        Surname9173             4.20             3.60
Name93644       Surname93644            4.40             4.40
Name9171        Surname9171             4.40             3.20
Name9169        Surname9169             2.80             5.80
Name93647       Surname93647            4.00             5.80
Name93648       Surname93648            4.80             4.20
Name9168        Surname9168             4.20             5.40
Name93650       Surname93650            4.20             4.20
Name9166        Surname9166             4.40             3.80
Name9164        Surname9164             3.20             2.00
Name93653       Surname93653            4.20             2.40
Name9156        Surname9156             4.40             5.60
Name9155        Surname9155             2.40             4.20
Name93656       Surname93656            4.00             6.40
Name93657       Surname93657            4.20             7.20
Name9153        Surname9153             3.80             4.40
Name93659       Surname93659            4.00             4.00
Name9152        Surname9152             2.60             3.20
Name9146        Surname9146             2.80             2.80
Name9144        Surname9144             4.00             2.20
Name9143        Surname9143             4.60             3.40
Name9141        Surname9141             2.80             3.40
Name9135        Surname9135             4.60             7.60
Name9132        Surname9132             3.40             4.00
Name9128        Surname9128             3.40             1.00
Name9127        Surname9127             3.60             3.00
Name93669       Surname93669            2.80             4.00
Name9126        Surname9126             2.80             2.20
Name93671       Surname93671            4.80             4.80
Name9116        Surname9116             3.60             4.80
Name93673       Surname93673            3.80             5.60
Name9113        Surname9113             4.20             3.00
Name93675       Surname93675            3.40             4.00
Name9103        Surname9103             3.20             1.40
Name9100        Surname9100             4.60             2.20
Name93678       Surname93678            2.80             3.40
Name93679       Surname93679            4.60             3.40
Name93680       Surname93680            4.00             5.20
Name93681       Surname93681            3.40             2.20
Name93682       Surname93682            4.80             4.80
Name93683       Surname93683            4.00             3.40
Name93684       Surname93684            4.60             2.80
Name9099        Surname9099             4.60             5.20
Name93686       Surname93686            2.00             1.40
Name9094        Surname9094             3.80             6.80
Name9091        Surname9091             3.20             3.20
Name93689       Surname93689            3.40             5.80
Name9087        Surname9087             3.40             2.80
Name9085        Surname9085             4.20             6.00
Name9084        Surname9084             2.20             1.00
Name93693       Surname93693            4.00             2.20
Name93694       Surname93694            2.40             1.80
Name93695       Surname93695            4.20             4.80
Name93696       Surname93696            4.80             4.20
Name9082        Surname9082             3.80             3.20
Name9080        Surname9080             4.80             1.80
Name9077        Surname9077             4.80             4.20
Name9075        Surname9075             3.40             4.60
Name9072        Surname9072             4.20             3.00
Name93702       Surname93702            3.80             5.60
Name93703       Surname93703            3.00             3.60
Name93704       Surname93704            4.40             5.60
Name9066        Surname9066             4.40             4.40
Name9062        Surname9062             4.80             4.20
Name9061        Surname9061             2.20             2.80
Name9056        Surname9056             4.20             3.00
Name93709       Surname93709            3.40             4.00
Name93710       Surname93710            3.20             3.20
Name9055        Surname9055             4.20             5.40
Name9053        Surname9053             4.40             4.40
Name9051        Surname9051             3.60             3.00
Name93714       Surname93714            3.20             1.40
Name93715       Surname93715            4.20             6.00
Name93716       Surname93716            4.20             1.80
Name9050        Surname9050             4.80             8.40
Name9049        Surname9049             4.40             5.60
Name93719       Surname93719            2.20             4.00
Name93720       Surname93720            3.40             6.40
Name93721       Surname93721            4.40             5.00
Name93722       Surname93722            4.40             5.00
Name9046        Surname9046             3.20             2.00
Name9045        Surname9045             3.80             6.80
Name9044        Surname9044             3.20             3.80
Name93726       Surname93726            4.20             3.60
Name93727       Surname93727            4.80             6.00
Name93728       Surname93728            2.00             1.40
Name9043        Surname9043             4.60             4.00
Name9041        Surname9041             4.00             3.40
